ID,authors,title,journal,year_pub,pages,journal_issue,number_authors,collaborative,full_reference,lead_author_institution,people_ackowledged,no_people_acknowledged,institution_country,country_topic,institution_type,theory_topic,subject_topic,method_topic,type
310,"Brindle, T Allen, M Durham, E Smith, A",Preface,Theoretical Roman Archaeology Conference Proceedings,2015,i-vi,24,4,TRUE,"Brindle, T., Allen, M., Durham, E. and Smith, A., 2015. Preface and Editors’ Preface. Theoretical Roman Archaeology Journal, (2014), p.i–vi. DOI: http://doi.org/10.16995/TRAC2014_i_vi",University of Reading,FALSE,0,England,,University,,preface,,proc
311,"Rohl, D","Place Theory, Genealogy, and the Cultural Biography of Roman Monuments",Theoretical Roman Archaeology Conference Proceedings,2015,1-16,24,1,FALSE,"Rohl, D.J., 2015. Place Theory, Genealogy, and the Cultural Biography of Roman Monuments. Theoretical Roman Archaeology Journal, (2014), pp.1–16. DOI: http://doi.org/10.16995/TRAC2014_1_16",Canterbury Christ Church University,TRUE,5,England,,University,place landscape frontier,monument,genealogy,proc
312,"Walas, A",An Integrated Cognitive and Epigraphic Approach to Social Networks within the Community of a Roman Military Base,Theoretical Roman Archaeology Conference Proceedings,2015,17-30,24,1,FALSE,"Walas, A.H., 2015. An Integrated Cognitive and Epigraphic Approach to Social Networks within the Community of a Roman Military Base. Theoretical Roman Archaeology Journal, (2014), pp.17–30. DOI: http://doi.org/10.16995/TRAC2014_17_30",University of Leicester,TRUE,7,England,Britain,University,cognitive society community,military epigraphy,,proc
313,"Misic, B",Cognitive Theory and Religious Integration: The Case of the Poetovian Mithraea,Theoretical Roman Archaeology Conference Proceedings,2015,31-40,24,1,FALSE,"Misic, B., 2015. Cognitive Theory and Religious Integration: The Case of the Poetovian Mithraea. Theoretical Roman Archaeology Journal, (2014), pp.31–40. DOI: http://doi.org/10.16995/TRAC2014_31_40",Champlain College,TRUE,3,USA,Hungary,University,cognitive religion,,text,proc
314,"Biddulph, E",Residual or Ritual? Pottery from the Backfills of Graves and Other Features in Roman Cemeteries,Theoretical Roman Archaeology Conference Proceedings,2015,41-53,24,1,FALSE,"Biddulph, E., 2015. Residual or Ritual? Pottery from the Backfills of Graves and Other Features in Roman Cemeteries. Theoretical Roman Archaeology Journal, (2014), pp.41–53. DOI: http://doi.org/10.16995/TRAC2014_41_53",Oxford Archaeology,FALSE,0,England,Britain,Commercial archaeological contractor,ritual structured-deposition,burial refuse,,proc
315,"Lodwick, L",Identifying Ritual Deposition of Plant Remains: A Case Study of Stone Pine Cones in Roman Britain,Theoretical Roman Archaeology Conference Proceedings,2015,54-69,24,1,FALSE,"Lodwick, L., 2015. Identifying Ritual Deposition of Plant Remains: A Case Study of Stone Pine Cones in Roman Britain. Theoretical Roman Archaeology Journal, (2014), pp.54–69. DOI: http://doi.org/10.16995/TRAC2014_54_69",University of Oxford,TRUE,1,England,Britain,University,ritual structured-deposition,,archaeobotanical,proc
316,"Roymans, N Fernández-Götz, M",Caesar in Gaul: New Perspectives on the Archaeology of Mass Violence,Theoretical Roman Archaeology Conference Proceedings,2015,70-80,24,2,TRUE,"Roymans, N. and Fernández-Götz, M., 2015. Caesar in Gaul: New Perspectives on the Archaeology of Mass Violence. Theoretical Roman Archaeology Journal, (2014), pp.70–80. DOI: http://doi.org/10.16995/TRAC2014_70_80",Vrije Universiteit Amsterdam,FALSE,0,Netherlands,France,University,violence,artefacts,text,proc
317,"Mandich, M",Re-defining the Roman ‘suburbium’ from Republic to Empire: A Theoretical Approach,Theoretical Roman Archaeology Conference Proceedings,2015,81-99,24,1,FALSE,"Mandich, M.J., 2015. Re-defining the Roman ‘suburbium’ from Republic to Empire: A Theoretical Approach. Theoretical Roman Archaeology Journal, (2014), pp.81–99. DOI: http://doi.org/10.16995/TRAC2014_81_99",University of Leicester,TRUE,2,England,Italy,University,urbanism space,,modelling,proc
318,"Lagóstena, L Castro, M Bastos, Á","Riparia Concept: Roman Intervention in the Lacustrine Environment of Fuente De Piedra (Málaga, Spain)",Theoretical Roman Archaeology Conference Proceedings,2015,100-113,24,3,TRUE,"Lagóstena, L., Castro, M.-. del .-M. and Bastos, Á., 2015. Riparia Concept: Roman Intervention in the Lacustrine Environment of Fuente De Piedra (Málaga, Spain) . Theoretical Roman Archaeology Journal, (2014), pp.100–113. DOI: http://doi.org/10.16995/TRAC2014_100_113",Universidad de Cádiz,FALSE,0,Spain,Spain,University,landscape,wetlands,,proc
319,"Fulford, M",Silchester: The Town Life Project 1997–2014: Reflections on a Long Term Research Excavation,Theoretical Roman Archaeology Conference Proceedings,2015,114-121,24,1,FALSE,"Fulford, M., 2015. Silchester: The Town Life Project 1997–2014: Reflections on a Long Term Research Excavation. Theoretical Roman Archaeology Journal, (2014), pp.114–121. DOI: http://doi.org/10.16995/TRAC2014_114_121",University of Reading,TRUE,1,England,Britain,University,,,excavation retrospective,proc
320,"Mandich, M Derrick, T Sanchez, S Savani, G Zampieri, E",Preface,Theoretical Roman Archaeology Conference Proceedings,2016,i-vii,25,5,TRUE,"Mandich, M.J., Derrick, T.J., Sanchez, S.G., Savani, G. and Zampieri, E., 2016. Front Matter and Editors’ Preface. Theoretical Roman Archaeology Journal, (2015), p.i–vii. DOI: http://doi.org/10.16995/TRAC2015_i_vii",University of Leicester,FALSE,0,England,,University,,preface,,proc
321,"Gardner, A","Debating Roman Imperialism: Critique, Construct, Repeat?",Theoretical Roman Archaeology Conference Proceedings,2016,1-14,25,1,FALSE,"Gardner, A., 2016. Debating Roman Imperialism: Critique, Construct, Repeat?. Theoretical Roman Archaeology Journal, (2015), pp.1–14. DOI: http://doi.org/10.16995/TRAC2015_1_14",University College London,TRUE,12,England,,University,,,retrospective,proc
322,"McKie, S","Distraught, Drained, Devoured, or Damned? The Importance of Individual Creativity in Roman Cursing",Theoretical Roman Archaeology Conference Proceedings,2016,15-27,25,1,FALSE,"McKie, S., 2016. Distraught, Drained, Devoured, or Damned? The Importance of Individual Creativity in Roman Cursing. Theoretical Roman Archaeology Journal, (2015), pp.15–27. DOI: http://doi.org/10.16995/TRAC2015_15_27",Open University,TRUE,5,England,Britain,University,religion creativity,curse-tablets,,proc
323,"Quercia, A Cazzulo, M",Fear of the Dead? ‘Deviant’ Burials in Roman Northern Italy,Theoretical Roman Archaeology Conference Proceedings,2016,28-42,25,2,TRUE,"Quercia, A. and Cazzulo, M., 2016. Fear of the Dead? ‘Deviant’ Burials in Roman Northern Italy. Theoretical Roman Archaeology Journal, (2015), pp.28–42. DOI: http://doi.org/10.16995/TRAC2015_28_42",Ministero per i Beni e le Attività Culturali e del Turismo,TRUE,5,Italy,Italy,National heritage body,deviant death,burial,osteoarchaeology,proc
324,"Botturi, C",‘Landscapes of Life’ and ‘Landscapes of Death’: The Contribution of Funerary Evidence to the Understanding of the Perception and Organisation of Roman Rural Landscapes in Northern Italy,Theoretical Roman Archaeology Conference Proceedings,2016,43-56,25,1,FALSE,"Botturi, C., 2016. ‘Landscapes of Life’ and ‘Landscapes of Death’: The Contribution of Funerary Evidence to the Understanding of the Perception and Organisation of Roman Rural Landscapes in Northern Italy. Theoretical Roman Archaeology Journal, (2015), pp.43–56. DOI: http://doi.org/10.16995/TRAC2015_43_56",University of Southampton,FALSE,0,England,Italy,University,landscape death rural,burial,,proc
325,"Rose, D","Lieux de Mémoire, Central Places, and the Sanctuary of Ribemont-sur-Ancre: A Preliminary Look",Theoretical Roman Archaeology Conference Proceedings,2016,57-75,25,1,FALSE,"Rose, D.S., 2016. Lieux de Mémoire, Central Places, and the Sanctuary of Ribemont-sur-Ancre: A Preliminary Look. Theoretical Roman Archaeology Journal, (2015), pp.57–75. DOI: http://doi.org/10.16995/TRAC2015_57_75",University of Edinburgh,TRUE,6,Scotland,France,University,ritual memory landscape,architecture sanctuary,,proc
326,"Garland, N","Agency, Structure, and Place: Finds in the Landscape in the Late Iron Age / Early Roman Transition",Theoretical Roman Archaeology Conference Proceedings,2016,76-91,25,1,FALSE,"Garland, N., 2016. Agency, Structure, and Place: Finds in the Landscape in the Late Iron Age / Early Roman Transition. Theoretical Roman Archaeology Journal, (2015), pp.76–91. DOI: http://doi.org/10.16995/TRAC2015_76_91",University College London,TRUE,3,England,Britain,University,landscape ritual identity place,artefacts,,proc
327,"Esposito, A",A Context for Roman Priestly Regalia: Depositional Practices and Spatial Distribution of Assemblages from Roman Britain,Theoretical Roman Archaeology Conference Proceedings,2016,92-110,25,1,FALSE,"Esposito, A., 2016. A Context for Roman Priestly Regalia: Depositional Practices and Spatial Distribution of Assemblages from Roman Britain. Theoretical Roman Archaeology Journal, (2015), pp.92–110. DOI: http://doi.org/10.16995/TRAC2015_92_110","King's College, London",TRUE,1,England,Britain,University,structured-deposition space,artefacts,,proc
328,"Thomas, S",From Treasured Items to Trash? The Use of Brooches in Roman Cornwall in the Creation of Identity and Social Memory,Theoretical Roman Archaeology Conference Proceedings,2016,111-124,25,1,FALSE,"Thomas, S., 2016. From Treasured Items to Trash? The Use of Brooches in Roman Cornwall in the Creation of Identity and Social Memory. Theoretical Roman Archaeology Journal, (2015), pp.111–124. DOI: http://doi.org/10.16995/TRAC2015_111_124",Cardiff University,TRUE,10,Wales,Britain,University,identity memory,brooches,,proc
329,"Maréchal, S",Public and Private Bathing in Late Antique North Africa. Changing Habits in a Changing Society?,Theoretical Roman Archaeology Conference Proceedings,2016,125-140,25,1,FALSE,"Maréchal, S., 2016. Public and Private Bathing in Late Antique North Africa. Changing Habits in a Changing Society?. Theoretical Roman Archaeology Journal, (2015), pp.125–140. DOI: http://doi.org/10.16995/TRAC2015_125_140",Ghent University,TRUE,2,Belgium,Algeria,University,,architecture baths,,proc
330,"Walsh, D",Understanding the Status of the Cult of Mithras in the Tetrarchic Period: A Socio-Archaeological Approach,Theoretical Roman Archaeology Conference Proceedings,2016,141-152,25,1,FALSE,"Walsh, D., 2016. Understanding the Status of the Cult of Mithras in the Tetrarchic Period: A Socio-Archaeological Approach. Theoretical Roman Archaeology Journal, (2015), pp.141–152. DOI: http://doi.org/10.16995/TRAC2015_141_152",University of Kent,TRUE,2,England,,University,religion society space,sanctuary military architecture,,proc
331,"Kneafsey, M",Adventus: Conceptualising Boundary Space in the Art and Text of Early Imperial to Late Antique Rome,Theoretical Roman Archaeology Conference Proceedings,2016,153-163,25,1,FALSE,"Kneafsey, M., 2016. Adventus: Conceptualising Boundary Space in the Art and Text of Early Imperial to Late Antique Rome. Theoretical Roman Archaeology Journal, (2015), pp.153–163. DOI: http://doi.org/10.16995/TRAC2015_153_163",University of Exeter,FALSE,0,England,Italy,University,space,sculpture,epigraphy,proc
332,"Russell, A",On Gender and Spatial Experience in Public: The Case of Ancient Rome,Theoretical Roman Archaeology Conference Proceedings,2016,164-176,25,1,FALSE,"Russell, A., 2016. On Gender and Spatial Experience in Public: The Case of Ancient Rome. Theoretical Roman Archaeology Journal, (2015), pp.164–176. DOI: http://doi.org/10.16995/TRAC2015_164_176",Durham University,TRUE,1,England,Italy,University,gender feminism space,,,proc
333,"Thomas, B",Imperial Statues and Public Spaces in Late Antiquity: Conceptualising ‘Constantine’ at York as an Ancient Public Commission,Theoretical Roman Archaeology Conference Proceedings,2016,177-187,25,1,FALSE,"Thomas, B., 2016. Imperial Statues and Public Spaces in Late Antiquity: Conceptualising ‘Constantine’ at York as an Ancient Public Commission. Theoretical Roman Archaeology Journal, (2015), pp.177–187. DOI: http://doi.org/10.16995/TRAC2015_177_187",University of Leicester,FALSE,0,England,Britain,University,experience,sculpture modernity,,proc
334,"Mandich, M",Urban Scaling and the Growth of Rome,Theoretical Roman Archaeology Conference Proceedings,2016,188-203,25,1,FALSE,"Mandich, M.J., 2016. Urban Scaling and the Growth of Rome. Theoretical Roman Archaeology Journal, (2015), pp.188–203. DOI: http://doi.org/10.16995/TRAC2015_188_203",University of Leicester,TRUE,6,England,Italy,University,urbanism economy,,urban-scaling,proc
335,"Cascino, R De Stefano, F Lepone, A Marchetti, C",Preface,Theoretical Roman Archaeology Conference Proceedings,2017,1-16,26,4,TRUE,"Cascino, R., De Stefano, F., Lepone, A. and Marchetti, C.M., 2017. Front Matter and Editors' Preface. Theoretical Roman Archaeology Journal, (2016), pp.1–15. DOI: http://doi.org/10.16995/TRAC2016_1_15",Sapienza Università di Roma,FALSE,0,Italy,,University,,preface,,proc
336,"Soko?owski, L",Portrait as a Medium? Interpreting Funerary Portrait Reliefs from Palmyra as a Means of Communication,Theoretical Roman Archaeology Conference Proceedings,2017,17-36,26,1,FALSE,"Soko?owski, ?., 2017. Portrait as a Medium? Interpreting Funerary Portrait Reliefs from Palmyra as a Means of Communication. Theoretical Roman Archaeology Journal, (2016), pp.17–35. DOI: http://doi.org/10.16995/TRAC2016_17_35",University of Konstanz,FALSE,0,Germany,Syria,University,society,sculpture burial,epigraphy iconography,proc
337,"Brent, L","Disturbed, Damaged and Disarticulated: Grave Reuse in Roman Italy",Theoretical Roman Archaeology Conference Proceedings,2017,37-50,26,1,FALSE,"Brent, L., 2017. Disturbed, Damaged and Disarticulated: Grave Reuse in Roman Italy. Theoretical Roman Archaeology Journal, (2016), pp.37–50. DOI: http://doi.org/10.16995/TRAC2016_37_50",Cornell University,TRUE,5,USA,Italy,University,recycling,burial,osteoarchaeology,proc
338,"Brain, C",Venus in Pompeian Domestic Space: Decoration and Context,Theoretical Roman Archaeology Conference Proceedings,2017,51-66,26,1,FALSE,"Brain, C., 2017. Venus in Pompeian Domestic Space: Decoration and Context. Theoretical Roman Archaeology Journal, (2016), pp.51–66. DOI: http://doi.org/10.16995/TRAC2016_51_66",University of Leicester,TRUE,5,England,Italy,University,space experience,architecture houses,,proc
339,"Lohmann, P",Private Inscriptions in Public Places? The Ambiguous Nature of Graffiti from Pompeian Houses,Theoretical Roman Archaeology Conference Proceedings,2017,67-84,26,1,FALSE,"Lohmann, P., 2017. Private Inscriptions in Public Places? The Ambiguous Nature of Graffiti from Pompeian Houses. Theoretical Roman Archaeology Journal, (2016), pp.67–84. DOI: http://doi.org/10.16995/TRAC2016_67_84",Ludwig-Maximilians-Universität Munich,TRUE,3,Germany,Italy,University,society,architecture graffiti,epigraphy,proc
340,"Clarke, H",Co–producing ‘Place’ and ‘Identity’ in the Upper Durius Valley,Theoretical Roman Archaeology Conference Proceedings,2017,85-98,26,1,FALSE,"Clarke, H., 2017. Co–producing ‘Place’ and ‘Identity’ in the Upper Durius Valley. Theoretical Roman Archaeology Journal, (2016), pp.85–98. DOI: http://doi.org/10.16995/TRAC2016_85_98",University of Leeds,FALSE,0,England,Spain,University,place identity community,architecture prehistory settlement,,proc
341,"Donev, D",Were There Large Villages in the Balkan Provinces Under the High Empire?,Theoretical Roman Archaeology Conference Proceedings,2017,99-114,26,1,FALSE,"Donev, D., 2017. Were There Large Villages in the Balkan Provinces Under the High Empire?. Theoretical Roman Archaeology Journal, (2016), pp.99–114. DOI: http://doi.org/10.16995/TRAC2016_99_114",Leiden University,FALSE,0,Amsterdam,Macedonia Croatia,University,rural,settlement,survey,proc
342,"Ferrari, K",Studying Evolving Landscapes: Geomorphology as a Research Tool for Landscape Archaeology,Theoretical Roman Archaeology Conference Proceedings,2017,115-132,26,1,FALSE,"Ferrari, K., 2017. Studying Evolving Landscapes: Geomorphology as a Research Tool for Landscape Archaeology. Theoretical Roman Archaeology Journal, (2016), pp.115–132. DOI: http://doi.org/10.16995/TRAC2016_115_132",University of Bologna,FALSE,0,Italy,Italy,University,landscape environment,settlement,geoarchaeology,proc
343,"Vanni, E",Welcome-back Marx! Marxist Perspectives for Roman Archaeology at the End of the Post-Modern Era,Theoretical Roman Archaeology Conference Proceedings,2017,133-150,26,1,FALSE,"Vanni, E., 2017. Welcome-back Marx! Marxist Perspectives for Roman Archaeology at the End of the Post-Modern Era. Theoretical Roman Archaeology Journal, (2016), pp.133–149. DOI: http://doi.org/10.16995/TRAC2016_133_149",University of Siena,FALSE,0,Italy,,University,marxism,,,proc
344,"García Sánchez, J",Method Matters. Some Comments on the Influence on Theory and Methodologies in Survey Based Research in Italy,Theoretical Roman Archaeology Conference Proceedings,2017,151-164,26,1,FALSE,"Sánchez, J.G., 2017. Method Matters. Some Comments on the Influence on Theory and Methodologies in Survey Based Research in Italy. Theoretical Roman Archaeology Journal, (2016), pp.151–164. DOI: http://doi.org/10.16995/TRAC2016_151_164",Leiden University,TRUE,8,Amsterdam,Italy,University,colonialism landscape,,survey,proc
345,"Pasieka, P","Crisis, Marxism and Reconstruction of Time",Theoretical Roman Archaeology Conference Proceedings,2017,165-178,26,1,FALSE,"Pasieka, P., 2017. Crisis, Marxism and Reconstruction of Time. Theoretical Roman Archaeology Journal, (2016), pp.165–178. DOI: http://doi.org/10.16995/TRAC2016_165_178",Deutsches Archäologisches Institut,FALSE,0,Germany,Italy Germany,Research Centre,marxism time,modernity,,proc
346,"Pansini, A",The Domus of Apuleius at Ostia Antica: A Private Space in a Central Point of Public Life,Theoretical Roman Archaeology Conference Proceedings,2017,179-193,26,1,FALSE,"Pansini, A., 2017. The Domus of Apuleius at Ostia Antica: A Private Space in a Central Point of Public Life. Theoretical Roman Archaeology Journal, (2016), pp.179–193. DOI: http://doi.org/10.16995/TRAC2016_179_193",Sapienza Università di Roma,TRUE,4,Italy,Italy,University,space,architecture temple,epigraphy,proc
347,"Hanscam, E Quiery, J",Editorial: From TRAC to TRAJ: Widening Debates in Roman Archaeology,Theoretical Roman Archaeology Journal,2018,1-9,1,2,TRUE,"Hanscam, E. and Quiery, J., 2018. From TRAC to TRAJ: Widening Debates in Roman Archaeology. Theoretical Roman Archaeology Journal, 1(1), p.9. DOI: http://doi.org/10.16995/traj.365",Durham University,FALSE,0,England,,University,gender decolonise diversity,editorial,retrospective,traj
348,"Breeze, D",The Value of Studying Roman Frontiers,Theoretical Roman Archaeology Journal,2018,1-17,1,1,FALSE,"Breeze, D., 2018. The Value of Studying Roman Frontiers. Theoretical Roman Archaeology Journal, 1(1), p.1. DOI: http://doi.org/10.16995/traj.212",Retired,TRUE,9,Unknown,Britain Romania,Unknown,frontier imperialism,military,text epigraphy,traj
349,"Alberti, M","The Construction, Use, and Discard of Female Identities: Interpreting Spindle Whorls at Vindolanda and Corbridge",Theoretical Roman Archaeology Journal,2018,1-16,1,1,FALSE,"Alberti, M. 2018. The Construction, Use, and Discard of Female Identities: Interpreting Spindle Whorls at Vindolanda and Corbridge. Theoretical Roman Archaeology Journal, 1(1): 2, pp. 1–16, DOI: https://doi.org/10.16995/traj.241",Vindolanda Trust,FALSE,0,England,Britain,Heritage trust,gender practice frontier,military artefacts,,traj
350,"Graham, E","‘There Buds the Laurel’: Nature, Temporality, and the Making of Place in the Cemeteries of Roman Italy",Theoretical Roman Archaeology Journal,2018,1-16,1,1,FALSE,"Graham, E-J. 2018. ‘There Buds the Laurel’: Nature, Temporality, and the Making of Place in the Cemeteries of Roman Italy. Theoretical Roman Archaeology Journal, 1(1): 3, pp. 1–16, DOI: https://doi.org/10.16995/traj.147",Open University,TRUE,2,England,Italy,University,experience sensory place agency time,burial,,traj
351,"Harlow, N","Resistance is Useless! Culture, Status, and Power in the Civitas Icenorum",Theoretical Roman Archaeology Journal,2018,1-22,1,1,FALSE,"Harlow, N. 2018. Resistance is Useless! Culture, Status, and Power in the Civitas Icenorum. Theoretical Roman Archaeology Journal, 1(1): 4, pp. 1–22, DOI: https://doi.org/10.16995/traj.350",University of Nottingham,TRUE,5,England,Britain,University,resistance status space,prehistory artefacts,gis,traj
352,"Cassibry, K",Spectacular Translucence: The Games in Glass,Theoretical Roman Archaeology Journal,2018,1-20,1,1,FALSE,"Cassibry, K. 2018. Spectacular Translucence: The Games in Glass. Theoretical Roman Archaeology Journal, 1(1): 5, pp. 1–20, DOI: https://doi.org/10.16995/traj.359",Wellesley College,TRUE,5,USA,,University,phenomenology sensory,glass art,art,traj
353,"Mason, P Županek, B",Being Roman: Rethinking Ethnic and Social Boundaries in the Roman South-Eastern Alpine World,Theoretical Roman Archaeology Journal,2018,1-16,1,2,TRUE,"Mason, P and Županek, B. 2018. Being Roman: Rethinking Ethnic and Social Boundaries in the Roman South-Eastern Alpine World. Theoretical Roman Archaeology Journal, 1(1): 6, pp. 1–16, DOI: https://doi.org/10.16995/traj.354",Institute for the Protection of Cultural Heritage of Slovenia,FALSE,0,Slovenia,Italy Austria Hungary,National heritage body,Romanization,burial artefacts,,traj
354,"Kamash, Z","‘Sweet and Delicious, he who Tastes it will Go Back to it’: Food, Memory and Religion in the Roman Middle East",Theoretical Roman Archaeology Journal,2018,1-15,1,1,FALSE,"Kamash, Z. 2018. ‘Sweet and Delicious, he who Tastes it will Go Back to it’: Food, Memory and Religion in the Roman Middle East. Theoretical Roman Archaeology Journal, 1(1): 7, pp. 1–15, DOI: https://doi.org/10.16995/traj.146",Royal Holloway,TRUE,1,England,Israel Jordan Iraq,University,memory,diet architecture temple,,traj
355,"Kolbeck, B",A Foot in Both Camps: The Civilian Suppliers of the Army in Roman Britain,Theoretical Roman Archaeology Journal,2018,1-19,1,1,FALSE,"Kolbeck, B. 2018. A Foot in Both Camps: The Civilian Suppliers of the Army in Roman Britain. Theoretical Roman Archaeology Journal, 1(1): 8, pp. 1–19, DOI: https://doi.org/10.16995/traj.355","King's College, London",TRUE,1,England,Britain,University,globalisation economy,military,,traj
356,"Michielin, L O’Donnell, K Astolfi, M",Editorial: Increasing International Perspectives in Theoretical Roman Archaeology,Theoretical Roman Archaeology Journal,2019,1-7,2,3,TRUE,"Michielin, L., O’Donnell, K. and Astolfi, M., 2019. Increasing International Perspectives in Theoretical Roman Archaeology. Theoretical Roman Archaeology Journal, 2(1), p.11. DOI: http://doi.org/10.16995/traj.415",University of Edinburgh,TRUE,7,Scotland,,University,diversity gender,editorial internationalism education,,traj
357,"Parker, A",Curing with Creepy Crawlies: A Phenomenological Approach to Beetle Pendants Used in Roman Magical and Medicinal Practice,Theoretical Roman Archaeology Journal,2019,1-16,2,1,FALSE,"Parker, A. 2019. Curing with Creepy Crawlies: A Phenomenological Approach to Beetle Pendants Used in Roman Magical and Medicinal Practice. Theoretical Roman Archaeology Journal, 2(1): 1, pp. 1–16. DOI: https://doi.org/10.16995/traj.363",Open University,TRUE,7,England,,University,phenomenology magic materiality,medicine,archaeoentomology,traj
358,"Williams, R Thompson, T Orr, C Birley, A Taylor, G",3D Imaging as a Public Engagement Tool: Investigating an Ox Cranium Used in Target Practice at Vindolanda,Theoretical Roman Archaeology Journal,2019,1-16,2,5,TRUE,"Williams, R, et al. 2019. 3D Imaging as a Public Engagement Tool: Investigating an Ox Cranium Used in Target Practice at Vindolanda. Theoretical Roman Archaeology Journal, 2(1): 2, pp. 1–16. DOI: https://doi.org/10.16995/traj.364",Teesside University,TRUE,2,England,Britain,University,violence engagement,military,zooarchaeology digital,traj
359,"Hanscam, E",Postnationalism and the Past: The Politics of Theory in Roman Archaeology,Theoretical Roman Archaeology Journal,2019,1-14,2,1,FALSE,"Hanscam, E. 2019. Postnationalism and the Past: The Politics of Theory in Roman Archaeology. Theoretical Roman Archaeology Journal, 2(1): 3, pp. 1–14. DOI: https://doi.org/10.16995/traj.370",Durham University,TRUE,2,England,Romania Britain,University,nationalism postnationalism,politics,,traj
360,"Brughmans, T Hanson, J Mandich, M Romanowska, I Rubio-Campillo, X Carrignon, S Collins-Elliott, S Crawford, K Daems, D Fulminante, F de Haas, T Kelly, P Moreno Escobar, M. del C Paliou, E Prignano, L Ritondale, M",Formal Modelling Approaches to Complexity Science in Roman Studies: A Manifesto,Theoretical Roman Archaeology Journal,2019,1-19,2,16,TRUE,"Brughmans, T, et al. 2019. Formal Modelling Approaches to Complexity Science in Roman Studies: A Manifesto. Theoretical Roman Archaeology Journal, 2(1): 4, pp. 1–19. DOI: https://doi.org/10.16995/traj.367",University of Oxford,TRUE,1,England,,University,complexity,science,agent-based-modelling modelling,traj
361,"Rowan, E","Same Taste, Different Place: Looking at the Consciousness of Food Origins in the Roman World",Theoretical Roman Archaeology Journal,2019,1-18,2,1,FALSE,"Rowan, E. 2019. Same Taste, Different Place: Looking at the Consciousness of Food Origins in the Roman World. Theoretical Roman Archaeology Journal, 2(1): 5, pp. 1–18. DOI: https://doi.org/10.16995/traj.378",Royal Holloway,TRUE,2,England,Netherlands Germany,University,sensory,diet military,archaeobotanical,traj
362,"Roskams, S",The Limitation of Water Flow and the Limitations of Postmodernism,Theoretical Roman Archaeology Journal,2019,1-17,2,1,FALSE,"Roskams, S. 2019. The Limitation of Water Flow and the Limitations of Postmodernism. Theoretical Roman Archaeology Journal, 2(1): 6, pp. 1–17. DOI: https://doi.org/10.16995/traj.371",University of York,TRUE,3,England,Britain,University,postmodernism landscape,water wells,,traj
363,"Weekes, J Watson, S Wallace, L Mazzilli, F Gardner, A Alberti, M",Alienation and Redemption: The Praxis of (Roman) Archaeology in Britain,Theoretical Roman Archaeology Journal,2019,1-17,2,6,TRUE,"Weekes, J, et al. 2019. Alienation and Redemption: The Praxis of (Roman) Archaeology in Britain. Theoretical Roman Archaeology Journal, 2(1): 7, pp. 1–17. DOI: https://doi.org/10.16995/traj.374",Canterbury Archaeological Trust,FALSE,0,England,Britain,Commercial archaeological contractor,practice,academia commercial-archaeology,,traj
364,"Stemberger, K","Full Archives, Meaningless Data? What Artefacts Can Tell about Age and Gender at Large-Scale Cemeteries (Case Study Colonia Iulia Emona)",Theoretical Roman Archaeology Journal,2019,1-17,2,1,FALSE,"Stemberger, K. 2019. Full Archives, Meaningless Data? What Artefacts Can Tell about Age and Gender at Large-Scale Cemeteries (Case Study Colonia Iulia Emona). Theoretical Roman Archaeology Journal, 2(1): 8, pp. 1–17. DOI: https://doi.org/10.16995/traj.369",Independent Researcher,TRUE,3,Unknown,Italy,Independent,identity gender,burial age,,traj
365,"Puddo, M",An Archaeology of the Subalterns’ Disaggregated History: Interpreting Burial Manipulations of Roman-Period Sardinia through Gramsci’s Theory,Theoretical Roman Archaeology Journal,2019,1-21,2,1,FALSE,"Puddu, M. 2019. An Archaeology of the Subalterns’ Disaggregated History: Interpreting Burial Manipulations of Roman-Period Sardinia through Gramsci’s Theory. Theoretical Roman Archaeology Journal, 2(1): 9, pp. 1–21. DOI: https://doi.org/10.16995/traj.373",University of Cambridge,TRUE,2,England,Italy,University,post-colonial subaltern,burial,,traj
366,"Brain, C",Painting by Numbers: A Quantitative Approach to Roman Art,Theoretical Roman Archaeology Journal,2019,1-17,2,1,FALSE,"Brain, C. 2019. Painting by Numbers: A Quantitative Approach to Roman Art. Theoretical Roman Archaeology Journal, 2(1): 10, pp. 1–17. DOI: https://doi.org/10.16995/traj.376",University of Leicester,TRUE,6,England,Italy,University,space visibility,architecture,art quantitative,traj
367,"González Sánchez, S Guglielmi, A",Preface: Towards New Frontiers and Beyond,TRAC Themes in Roman Archaeology,2017,vii-viii,1,2,TRUE,"González Sánchez, S. & Guglielmi, A. 2017. Preface: Towards New Frontiers and Beyond. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, vii-viii",University of Leicester,FALSE,0,England,,University,,preface,,themes
368,"Hingley, R",Introduction: Imperial Limits and the Crossing of Frontiers,TRAC Themes in Roman Archaeology,2017,1-7,1,1,FALSE,"Hingley, R. 2017. Introduction: Imperial Limits and the Crossing of Frontiers. In: González Sánchez, S. & Guglielmi, A. (eds). Romans and Barbarians Beyond the Frontiers: Archaeology, Ideology and Identities in the North. TRAC Themes in Roman Archaeology 1. Oxford: Oxbow Books, 1-7",Durham University,TRUE,3,England,,University,frontier boundary identity,,,themes
